ID,LIMIT_BAL,MARITAL,EDUCATION,SEX,AGE,DELAY1,DELAY2,BILLING1,BILLING2,PAYMENT1,PAYMENT2,TARGET
387,150000,Married,GradSch,Female,36,0,0,146465,147331,7000,6740,0
388,240000,Married,GradSch,Female,40,0,0,24615,27500,5000,0,0
389,130000,Married,GradSch,Female,36,1,0,0,0,0,0,0
390,240000,Married,GradSch,Female,39,0,0,18336,19648,5118,5015,0
391,50000,Married,GradSch,Female,40,0,0,94962,49032,4200,2200,0
392,160000,Married,GradSch,Female,35,0,0,96515,139439,50439,6000,0
393,2.00E+05,Married,GradSch,Female,39,0,0,3528,1190,1196,1968,0
394,50000,Married,GradSch,Female,40,0,0,45750,1655,1655,8425,0
395,20000,Married,GradSch,Female,41,0,0,19458,18786,1552,1381,0
396,80000,Married,GradSch,Female,29,0,0,45524,62969,2000,10000,0
397,160000,Married,GradSch,Female,39,0,0,205134,46181,1800,1800,0
398,130000,Married,GradSch,Female,42,1,0,0,870,870,300,0
399,240000,Married,GradSch,Female,33,0,0,280110,281104,10000,15002,0
400,50000,Married,GradSch,Female,36,0,0,17868,18028,1711,20809,0
401,90000,Married,GradSch,Female,41,0,0,2579,2516,2514,0,0
402,30000,Married,GradSch,Female,36,0,0,25344,26614,2000,2000,0
403,50000,Married,GradSch,Female,36,2,2,31336,32039,1500,1500,0
404,380000,Married,GradSch,Female,34,0,0,124486,106065,3563,3385,0
405,5.00E+05,Married,GradSch,Female,36,0,0,22369,14100,14128,24902,0
406,1.00E+05,Married,GradSch,Female,34,2,0,95893,97040,3552,2617,0
407,2.00E+05,Married,GradSch,Female,38,0,0,5838,2256,2256,9588,0
408,120000,Married,GradSch,Female,36,0,0,11296,12200,1400,1000,0
409,30000,Married,GradSch,Female,35,0,0,2208,7808,7006,0,0
410,5.00E+05,Married,GradSch,Female,41,0,0,24239,36674,15000,1558,0
411,70000,Married,GradSch,Female,37,0,0,24345,25349,1414,1759,0
412,10000,Married,GradSch,Female,36,0,0,15915,9050,2330,2200,0
413,50000,Married,GradSch,Female,36,0,0,14040,14903,1152,1032,0
414,80000,Married,GradSch,Female,40,0,0,150651,52233,3905,81000,0
415,170000,Married,GradSch,Female,42,1,2,158954,139482,7,6513,0
416,310000,Married,GradSch,Female,39,1,2,310392,301861,56,9950,0
417,90000,Married,GradSch,Female,31,0,0,58979,64004,6000,3000,0
418,180000,Married,GradSch,Female,36,0,0,47517,26137,1526,3006,0
419,60000,Married,GradSch,Female,35,0,0,58844,43427,2000,4300,0
420,50000,Married,GradSch,Female,33,0,0,42156,40584,4022,1347,0
421,4.00E+05,Married,GradSch,Female,37,0,0,187790,176294,5519,44776,0
422,330000,Married,GradSch,Female,32,0,0,130797,112383,20000,3500,0
423,30000,Married,GradSch,Female,34,0,0,24794,25017,2000,1500,0
424,2.00E+05,Married,GradSch,Female,40,0,0,39929,32910,33000,18000,0
425,150000,Married,GradSch,Female,37,0,0,104014,108229,5500,4005,0
426,180000,Married,GradSch,Female,39,0,0,114556,116155,5000,6000,0
427,450000,Married,GradSch,Female,39,0,0,144396,150396,6396,396,0
428,250000,Married,GradSch,Female,34,0,0,116861,97569,3424,3317,0
429,20000,Married,GradSch,Female,36,1,0,0,0,0,0,0
430,50000,Married,GradSch,Female,33,1,0,0,1118,1118,673,0
431,5.00E+05,Married,GradSch,Female,37,0,0,91718,93338,4000,5000,0
432,360000,Married,GradSch,Female,39,0,0,297275,307394,20000,15000,0
433,230000,Married,GradSch,Female,38,0,0,2873,29488,29525,50014,0
434,260000,Married,GradSch,Female,37,0,0,207977,207713,9000,7009,0
435,180000,Married,GradSch,Female,40,0,0,109030,177633,78266,5203,0
436,260000,Married,GradSch,Female,39,0,0,229,674,674,0,0
437,210000,Married,GradSch,Female,39,0,0,1024,264,264,264,0
438,20000,Married,GradSch,Female,37,0,0,17974,32768,2000,1506,0
439,180000,Married,GradSch,Female,40,0,0,51496,51588,1838,2000,0
440,2.00E+05,Married,GradSch,Female,36,0,0,150204,153189,5479,5682,0
441,2.00E+05,Married,GradSch,Female,42,0,0,149351,108152,3925,3683,0
442,360000,Married,GradSch,Female,34,0,0,28291,31055,3000,3000,0
443,240000,Married,GradSch,Female,36,0,0,236883,241574,8636,9303,0
444,20000,Married,GradSch,Female,40,0,0,15912,17272,1623,3916,0
445,3.00E+05,Married,GradSch,Female,38,0,0,311,830,832,225,0
446,280000,Married,GradSch,Female,37,0,0,265120,238661,9104,9401,0
447,20000,Married,GradSch,Female,34,1,2,16706,18342,2200,0,0
448,50000,Married,GradSch,Female,36,0,0,1156,316,316,316,0
449,2.00E+05,Married,GradSch,Female,35,0,0,34500,10706,36659,3835,0
450,2.00E+05,Married,GradSch,Female,35,0,0,488,878,878,488,0
451,60000,Married,GradSch,Female,41,0,0,11718,4878,1000,37325,0
452,50000,Married,GradSch,Female,35,0,0,3238,4672,1500,1056,0
453,1.00E+05,Married,GradSch,Female,40,0,0,94657,81175,3000,2009,0
454,210000,Married,GradSch,Female,37,0,0,103591,104103,3831,3357,0
455,420000,Married,GradSch,Female,38,0,0,115505,113724,4044,4297,0
456,110000,Married,GradSch,Female,39,0,0,13962,15219,1500,1545,0
457,1.00E+05,Married,GradSch,Female,40,0,0,74053,75040,3274,3000,0
458,190000,Married,GradSch,Female,37,0,0,115608,138097,26500,0,0
459,50000,Married,GradSch,Female,36,0,0,48593,48653,1278,1469,0
460,70000,Married,GradSch,Female,38,0,0,16030,15502,1500,3000,0
461,2.00E+05,Married,GradSch,Female,38,0,0,788,165,165,1520,0
462,360000,Married,GradSch,Female,35,0,0,119138,100553,20006,25006,0
463,530000,Married,GradSch,Female,42,0,0,6458,5598,5600,36532,0
464,4.00E+05,Married,GradSch,Female,40,0,0,0,8235,8235,0,0
465,490000,Married,GradSch,Female,39,0,0,422483,430538,15358,15049,0
466,70000,Married,GradSch,Female,40,0,0,49605,51804,3000,2700,0
467,120000,Married,GradSch,Female,36,1,0,-325,279,1000,0,0
468,40000,Married,GradSch,Female,38,0,0,36712,37403,1596,1006,0
469,180000,Married,GradSch,Female,41,0,0,3060,2337,2337,766,0
470,50000,Married,GradSch,Female,40,0,0,43342,44441,2100,2000,0
471,1.00E+05,Married,GradSch,Female,32,1,2,96469,99750,7000,4000,0
472,140000,Married,GradSch,Female,44,0,0,11285,14096,3329,0,0
473,290000,Married,GradSch,Female,36,0,0,1994,390,390,390,0
474,3.00E+05,Married,GradSch,Female,42,0,0,110350,102556,4052,6122,0
475,70000,Married,GradSch,Female,39,0,0,40498,41192,1668,1750,0
476,320000,Married,GradSch,Female,39,0,0,3615,3707,3707,5406,0
477,170000,Married,GradSch,Female,40,1,0,0,0,0,0,0
478,80000,Married,GradSch,Female,40,0,0,79390,79835,3200,4300,0
479,60000,Married,GradSch,Female,36,0,2,50210,2846,60054,19061,0
480,60000,Married,GradSch,Female,41,0,0,58899,55834,2579,2047,0
481,30000,Married,GradSch,Female,43,1,2,20985,20393,0,2403,0
482,50000,Married,GradSch,Female,37,0,0,13538,9199,2000,1284,0
483,130000,Married,GradSch,Female,37,0,0,122750,118319,4966,2034,0
484,170000,Married,GradSch,Female,34,0,0,6336,7505,1281,1298,0
485,60000,Married,GradSch,Female,37,1,0,0,0,0,0,0
486,80000,Married,GradSch,Female,37,0,0,28590,27635,1500,1600,0
487,170000,Married,GradSch,Female,37,0,0,102477,104499,5210,5323,0
488,260000,Married,GradSch,Female,38,0,0,260,3000,3000,0,0
489,20000,Married,GradSch,Female,43,0,0,18196,19495,1775,0,0
490,210000,Married,GradSch,Female,40,0,0,396,590,590,2042,0
491,90000,Married,GradSch,Female,38,0,0,57846,50663,2018,2033,0
492,50000,Married,GradSch,Female,35,0,0,49713,50581,2000,2000,0
493,1.00E+05,Married,GradSch,Female,39,0,0,63984,65917,3000,4000,0
494,20000,Married,GradSch,Female,39,0,0,390,780,780,0,0
495,70000,Married,GradSch,Female,34,0,0,24510,25807,2000,1500,0
496,2.00E+05,Married,GradSch,Female,36,0,0,19572,28858,10000,25000,0
497,180000,Married,GradSch,Female,34,0,0,170126,171247,5950,7133,0
498,110000,Married,GradSch,Female,37,0,0,109461,109473,3477,2972,0
499,50000,Married,GradSch,Female,36,0,0,49017,50690,2500,2000,0
500,120000,Married,GradSch,Female,39,0,0,75796,76004,3700,2023,0
501,160000,Married,GradSch,Female,42,0,0,50901,53859,4000,3000,0
502,2.00E+05,Married,GradSch,Female,39,0,0,0,1516,1516,11533,0
503,110000,Married,GradSch,Female,37,0,0,36802,38210,2000,3000,0
504,230000,Married,GradSch,Female,37,0,0,1240,2078,2078,380,0
505,30000,Married,GradSch,Female,40,0,0,3165,13538,13538,390,0
506,290000,Married,GradSch,Female,35,0,0,53476,52089,2009,2569,0
507,190000,Married,GradSch,Female,38,0,0,79838,81523,4000,5000,0
508,3.00E+05,Married,GradSch,Female,39,0,0,25193,34242,10000,1377,0
509,210000,Married,GradSch,Female,35,0,0,1890,3037,3037,1200,0
510,2.00E+05,Married,GradSch,Female,43,0,0,25929,1582,1582,21133,0
511,320000,Married,GradSch,Female,40,0,0,29227,49177,49619,143588,0
512,50000,Married,GradSch,Female,35,0,0,47381,48697,2116,2320,0
513,120000,Married,GradSch,Female,43,0,0,116983,117616,5750,4000,0
514,2.00E+05,Married,GradSch,Female,35,1,0,0,0,0,6331,0
515,4.00E+05,Married,GradSch,Female,42,0,0,325,5581,5581,2833,0
516,1.00E+05,Married,GradSch,Female,43,1,2,7130,6873,0,1500,0
517,480000,Married,GradSch,Female,42,0,0,29112,43015,43111,17223,0
518,210000,Married,GradSch,Female,34,1,2,66635,56729,0,20012,0
519,230000,Married,GradSch,Female,46,0,0,131550,132114,6057,4845,0
520,5.00E+05,Married,GradSch,Female,37,0,0,8864,1462,1462,18661,0
521,150000,Married,GradSch,Female,39,0,0,1464,1576,1586,264,0
522,2.00E+05,Married,GradSch,Female,33,1,0,0,0,0,2317,0
523,30000,Married,GradSch,Female,41,2,2,150,150,0,0,0
524,130000,Married,GradSch,Female,39,0,0,109592,113508,5733,5659,0
525,50000,Married,GradSch,Female,38,1,2,51116,49042,0,2327,0
526,60000,Married,GradSch,Female,33,0,0,30010,34169,5000,5000,0
527,50000,Married,GradSch,Female,37,0,0,13436,14460,1246,1258,0
528,150000,Married,GradSch,Female,35,0,0,32263,26283,3000,1305,0
529,250000,Married,GradSch,Female,41,0,0,165,165,165,165,0
530,460000,Married,GradSch,Female,37,0,0,7677,21748,21958,4052,0
531,270000,Married,GradSch,Female,37,0,0,9213,2283,1080,1000,0
532,180000,Married,GradSch,Female,42,2,2,2096,3775,1721,2005,0
533,180000,Married,GradSch,Female,35,1,0,0,2039,2039,2000,0
534,110000,Married,GradSch,Female,34,0,0,58301,57861,2179,2191,0
535,3.00E+05,Married,GradSch,Female,37,2,2,131957,134790,6500,6500,0
536,210000,Married,GradSch,Female,39,1,0,0,795,795,588,0
537,180000,Married,GradSch,Female,41,0,0,9509,15419,16359,14293,0
538,280000,Married,GradSch,Female,37,0,0,2180,251,251,4250,0
539,70000,Married,GradSch,Female,40,0,0,48421,49620,2006,1362,0
540,210000,Married,GradSch,Female,36,1,0,0,0,0,1008,0
541,230000,Married,GradSch,Female,32,0,0,20356,21504,1676,1700,0
542,50000,Married,GradSch,Female,36,0,0,16092,12352,2352,809,0
543,450000,Married,GradSch,Female,34,2,2,1000,0,0,0,0
544,340000,Married,GradSch,Female,42,0,0,14087,11007,11013,17025,0
545,210000,Married,GradSch,Female,39,0,0,67931,65289,12411,13000,0
546,170000,Married,GradSch,Female,38,0,0,22138,23227,1808,1054,0
547,330000,Married,GradSch,Female,37,0,0,37587,39183,2000,2000,0
548,5.00E+05,Married,GradSch,Female,41,0,0,56422,110616,70010,30357,0
549,30000,Married,GradSch,Female,35,0,0,18796,23153,5000,5000,0
550,330000,Married,GradSch,Female,37,0,0,11006,4160,4160,48549,0
551,360000,Married,GradSch,Female,38,0,0,25988,1815,1815,22674,0
552,380000,Married,GradSch,Female,37,0,0,384846,359926,13291,15287,0
553,80000,Married,GradSch,Female,33,2,2,76540,81373,8000,0,0
554,240000,Married,GradSch,Female,40,0,0,245553,244958,10178,10577,0
555,60000,Married,GradSch,Female,32,0,0,995,7348,7353,2007,0
556,230000,Married,GradSch,Female,40,1,0,0,0,0,0,0
557,290000,Married,GradSch,Female,40,0,0,2348,10421,10421,566,0
558,120000,Married,GradSch,Female,35,0,0,90041,86140,3079,3185,0
559,2.00E+05,Married,GradSch,Female,36,0,0,3215,78,676,2012,0
560,340000,Married,GradSch,Female,39,0,0,68616,6691,7355,10012,0
561,50000,Married,GradSch,Female,41,0,0,45079,45741,1773,3528,0
562,60000,Married,GradSch,Female,39,0,0,60672,58929,2741,3000,0
563,350000,Married,GradSch,Female,41,0,0,10362,42541,42541,10723,0
564,50000,Married,GradSch,Female,34,0,0,48905,49764,1800,1430,0
565,30000,Married,GradSch,Female,36,0,0,3415,4330,1000,1000,0
566,30000,Married,GradSch,Female,43,0,0,3275,5000,5000,5235,0
567,10000,Married,GradSch,Female,41,0,0,5236,7202,2200,500,0
568,160000,Married,GradSch,Female,41,0,0,550,550,550,550,0
569,350000,Married,GradSch,Female,39,0,0,255751,275156,33010,0,0
570,350000,Married,GradSch,Female,38,0,0,325,294,294,6636,0
571,50000,Married,GradSch,Female,40,1,2,4323,3851,0,602,0
572,70000,Married,GradSch,Female,40,0,0,25856,13737,13737,7716,0
573,230000,Married,GradSch,Female,39,0,0,104001,106155,4000,6000,0
574,230000,Married,GradSch,Female,38,0,0,26644,27352,1440,1500,0
575,1.00E+05,Married,GradSch,Female,33,0,0,83749,85463,4000,4000,0
576,50000,Married,GradSch,Female,37,0,0,38340,41362,3700,0,0
577,150000,Married,GradSch,Female,35,0,0,92000,94000,2000,2000,0
578,50000,Married,GradSch,Female,37,1,3,7181,6908,0,0,0
579,390000,Married,GradSch,Female,34,0,0,827,827,827,827,0
580,230000,Married,GradSch,Female,43,0,0,231187,231272,10500,10000,0
581,1.00E+05,Married,GradSch,Female,39,0,0,7565,460,28,103350,0
582,160000,Married,GradSch,Female,38,0,0,27204,897,897,1066,0
583,180000,Married,GradSch,Female,38,0,0,20793,18795,10053,12057,0
584,2.00E+05,Married,GradSch,Female,32,0,0,152856,156104,6000,5000,0
585,320000,Married,GradSch,Female,33,0,0,3266,12186,12253,3290,0
586,120000,Married,GradSch,Female,40,1,0,0,0,0,0,0
587,140000,Married,GradSch,Female,39,0,0,13159,39243,30000,7000,0
588,110000,Married,GradSch,Female,41,0,0,107441,106808,4023,2805,0
589,230000,Married,GradSch,Female,39,2,0,481,12381,12381,0,0
590,2.00E+05,Married,GradSch,Female,35,0,0,166428,157908,6026,6007,0
591,360000,Married,GradSch,Female,39,0,0,724,1232,1232,291,0
592,50000,Married,GradSch,Female,35,0,0,26842,23540,2500,2010,0
593,10000,Married,GradSch,Female,37,0,0,2736,4050,3000,2000,0
594,90000,Married,GradSch,Female,35,0,0,91656,87106,5110,2000,0
595,2.00E+05,Married,GradSch,Female,35,0,0,119139,5844,5844,3694,0
596,180000,Married,GradSch,Female,40,0,0,51826,6699,1500,2000,0
597,150000,Married,GradSch,Female,39,0,0,16611,18540,18552,18267,0
598,120000,Married,GradSch,Female,34,0,0,380,380,380,380,0
599,260000,Married,GradSch,Female,35,0,0,9801,11115,1485,1300,0
600,80000,Married,GradSch,Female,44,0,0,26524,23224,1500,1700,0
601,80000,Married,GradSch,Female,34,1,2,56340,57022,2600,0,0
602,170000,Married,GradSch,Female,41,0,0,162880,164824,8000,6107,0
603,50000,Married,GradSch,Female,33,0,0,13244,14722,2000,1000,0
604,420000,Married,GradSch,Female,41,0,0,88948,79783,30000,10575,0
605,260000,Married,GradSch,Female,39,0,0,1973,1973,1973,1973,0
606,240000,Married,GradSch,Female,38,0,0,0,0,0,343,0
607,330000,Married,GradSch,Female,39,0,0,123813,127050,5100,10600,0
608,310000,Married,GradSch,Female,33,0,0,2948,62593,62635,100042,0
609,4.00E+05,Married,GradSch,Female,40,0,0,115506,123607,10000,20009,0
610,150000,Married,GradSch,Female,34,0,0,21787,22817,1382,1699,0
611,50000,Married,GradSch,Female,39,0,0,48308,48019,2200,2068,0
612,120000,Married,GradSch,Female,39,0,0,118016,117738,5720,5820,0
613,2.00E+05,Married,GradSch,Female,38,0,0,1418,3052,3066,3555,0
614,140000,Married,GradSch,Female,41,0,0,88588,86625,3200,4000,0
615,410000,Married,GradSch,Female,39,0,0,34405,18612,18612,8944,0
616,160000,Married,GradSch,Female,34,0,0,75636,77220,3400,3800,0
617,170000,Married,GradSch,Female,38,0,0,171992,168531,6027,6300,0
618,240000,Married,GradSch,Female,40,0,0,75830,50787,1480,1601,0
619,80000,Married,GradSch,Female,37,0,0,21072,2520,2620,0,0
620,230000,Married,GradSch,Female,39,0,0,24739,19712,2000,1928,0
621,350000,Married,GradSch,Female,38,0,0,42518,31386,1740,1000,0
622,2.00E+05,Married,GradSch,Female,40,0,0,118532,121068,6000,4500,0
623,80000,Married,GradSch,Female,43,0,0,77995,79552,2855,3130,0
624,50000,Married,GradSch,Female,34,2,2,46346,49612,4355,0,0
625,2.00E+05,Married,GradSch,Female,36,0,0,126027,129008,6500,5000,0
626,180000,Married,GradSch,Female,35,2,2,158245,161695,7400,6000,0
627,50000,Married,GradSch,Female,39,0,0,43607,45375,2500,2500,0
628,150000,Married,GradSch,Female,35,1,0,0,0,0,0,0
629,220000,Married,GradSch,Female,38,0,0,215979,210475,7800,9639,0
630,390000,Married,GradSch,Female,37,0,0,35369,22238,15000,7809,0
631,170000,Married,GradSch,Female,38,1,0,0,0,0,0,0
632,70000,Married,GradSch,Female,38,0,0,67906,68201,2519,2371,0
633,210000,Married,GradSch,Female,40,0,0,98,1090,1120,0,0
634,90000,Married,GradSch,Female,36,2,2,20052,79532,59872,2200,0
635,380000,Married,GradSch,Female,39,0,0,118624,118871,3700,3011,0
636,180000,Married,GradSch,Female,41,0,0,52824,53165,2000,3002,0
637,50000,Married,GradSch,Female,36,0,0,48238,35194,4866,126,0
638,50000,Married,GradSch,Female,39,0,0,23469,23110,1437,1236,0
639,1.00E+05,Married,GradSch,Female,35,0,0,13565,8130,1000,0,0
640,150000,Married,GradSch,Female,43,0,0,75918,77025,3525,0,0
641,30000,Married,GradSch,Female,40,0,0,6630,3842,3842,0,0
642,10000,Married,GradSch,Female,36,0,0,9545,10443,1117,1125,0
643,290000,Married,GradSch,Female,35,0,0,10608,34470,34470,11890,0
644,130000,Married,GradSch,Female,42,0,0,0,0,0,388,0
645,90000,Married,GradSch,Female,35,1,0,0,0,0,0,0
646,120000,Married,GradSch,Female,36,0,0,108264,109427,3906,4040,0
647,50000,Married,GradSch,Female,38,0,0,44625,46078,2174,1785,0
648,150000,Married,GradSch,Female,38,0,0,20441,26417,6549,1096,0
649,5.00E+05,Married,GradSch,Female,41,0,0,82715,29004,7057,134011,0
650,2.00E+05,Married,GradSch,Female,35,0,0,38616,40612,3040,1306,0
651,20000,Married,GradSch,Female,41,0,0,17287,13864,1572,1242,0
652,380000,Married,GradSch,Female,35,0,0,0,292,292,7352,0
653,70000,Married,GradSch,Female,37,0,0,53972,23149,1700,1500,0
654,50000,Married,GradSch,Female,38,0,0,42058,35340,1367,1606,0
655,350000,Married,GradSch,Female,40,0,2,403,403,0,1351,0
656,1.00E+05,Married,GradSch,Female,37,0,0,6768,13054,10015,3018,0
657,1.00E+05,Married,GradSch,Female,36,0,0,22320,15193,1227,1150,0
658,90000,Married,GradSch,Female,37,0,0,43810,44504,1723,2393,0
659,60000,Married,GradSch,Female,40,0,0,58204,56930,2030,2083,0
660,150000,Married,GradSch,Female,36,0,0,152105,137472,6300,4500,0
661,210000,Married,GradSch,Female,39,0,0,-200,-200,0,0,0
662,260000,Married,GradSch,Female,40,1,0,0,0,0,0,0
663,330000,Married,GradSch,Female,39,0,0,95255,101046,10500,4074,0
664,270000,Married,GradSch,Female,41,0,0,25343,40414,20000,5000,0
665,30000,Married,GradSch,Female,39,0,0,29632,30239,1492,1661,0
666,180000,Married,GradSch,Female,38,0,0,2217,0,0,8264,0
667,220000,Married,GradSch,Female,31,0,0,3484,6742,6758,4028,0
668,50000,Married,GradSch,Female,37,0,0,49869,42146,2146,3927,0
669,2.00E+05,Other,GradSch,Female,30,0,0,399,2430,2430,0,0
670,120000,Married,GradSch,Female,43,0,0,0,0,0,0,0
671,150000,Married,GradSch,Female,38,0,0,675,0,0,0,0
672,170000,Married,GradSch,Female,42,1,0,0,427,427,0,0
673,160000,Married,GradSch,Female,37,0,0,396,396,396,396,0
674,120000,Married,GradSch,Female,42,0,0,2284,2007,2007,1371,0
675,220000,Married,GradSch,Female,37,0,0,0,2500,2500,0,0
676,2.00E+05,Married,GradSch,Female,37,0,0,1269,3784,3789,5860,0
677,150000,Married,GradSch,Female,41,1,0,0,1870,1870,669,0
678,470000,Married,GradSch,Female,40,0,0,215666,209106,7395,8037,0
679,20000,Married,GradSch,Female,37,1,4,19388,18807,0,0,0
680,20000,Married,GradSch,Female,39,4,4,24348,24025,0,0,0
681,520000,Married,GradSch,Female,33,0,0,98615,102085,5102,3800,0
682,5.00E+05,Married,GradSch,Female,42,0,0,16090,36635,37039,78079,0
683,2.00E+05,Married,GradSch,Female,34,1,2,124652,109401,6,5000,0
684,240000,Married,GradSch,Female,44,0,0,236772,201463,10000,7000,0
685,60000,Married,GradSch,Female,42,0,0,48867,49979,2200,2470,0
686,350000,Married,GradSch,Female,36,0,0,8760,5882,5932,9908,0
687,250000,Married,GradSch,Female,37,0,0,18761,10656,4662,2101,0
688,60000,Married,GradSch,Female,35,0,0,57966,3751,1900,72334,0
689,260000,Married,GradSch,Female,35,1,0,0,926,926,650,0
690,260000,Married,GradSch,Female,41,0,0,73223,66672,2001,2048,0
691,150000,Married,GradSch,Female,33,0,0,109835,110255,5500,5300,0
692,2.00E+05,Married,GradSch,Female,41,0,0,5766,6786,1274,1284,0
693,380000,Married,GradSch,Female,37,0,0,0,0,0,0,0
694,50000,Married,GradSch,Female,39,1,2,11023,9497,14,1000,0
695,240000,Married,GradSch,Female,39,1,0,0,0,0,0,0
696,50000,Married,GradSch,Female,38,0,0,51671,50272,1928,1595,0
697,2.00E+05,Married,GradSch,Female,36,0,0,17160,7289,2880,0,0
698,120000,Married,GradSch,Female,38,0,0,82865,82741,3652,1258,0
699,390000,Married,GradSch,Female,39,0,0,33808,15275,15347,17375,0
700,450000,Married,GradSch,Female,39,0,0,3087,2081,2081,198,0
701,250000,Married,GradSch,Female,34,0,2,22423,16296,60,32812,0
